average_speed,datetime,name,hourly_volume,volume
60.0,2025-11-13 03:15:00,n_s_01_0,2,0
15.0,2025-11-13 03:15:00,n_s_01_1,1,0
,2025-11-13 03:10:00,e_w_01_0,1,0
60.0,2025-11-13 03:10:00,e_w_01_1,4,0
,2025-11-13 03:10:00,e_w_01_2,0,0
34.0,2025-11-13 03:10:00,w_e_01_0,3,0
60.0,2025-11-13 03:10:00,w_e_01_1,2,0
36.0,2025-11-13 03:10:00,w_e_01_2,2,0
0.0,2025-11-13 03:10:00,e_n_0,0,0
,2025-11-13 03:10:00,e_n_1,0,0
,2025-11-13 03:10:00,w_s_0,0,0
27.0,2025-11-13 03:10:00,n_s_01_0,3,0
32.0,2025-11-13 03:10:00,n_s_01_1,7,1
30.0,2025-11-13 03:05:00,e_w_01_0,2,0
45.0,2025-11-13 03:05:00,e_w_01_1,3,0
,2025-11-13 03:05:00,e_w_01_2,0,0
23.0,2025-11-13 03:05:00,w_e_01_0,5,0
45.0,2025-11-13 03:05:00,w_e_01_1,4,0
30.0,2025-11-13 03:05:00,w_e_01_2,2,0
0.0,2025-11-13 03:05:00,e_n_0,0,0
5.0,2025-11-13 03:05:00,e_n_1,1,0
,2025-11-13 03:05:00,w_s_0,0,0
19.0,2025-11-13 03:05:00,n_s_01_0,5,0
5.0,2025-11-13 03:05:00,n_s_01_1,5,0
,2025-11-13 03:00:00,e_w_01_0,0,0
90.0,2025-11-13 03:00:00,e_w_01_1,1,0
,2025-11-13 03:00:00,e_w_01_2,0,0
34.0,2025-11-13 03:00:00,w_e_01_0,3,0
28.0,2025-11-13 03:00:00,w_e_01_1,6,0
,2025-11-13 03:00:00,w_e_01_2,0,0
0.0,2025-11-13 03:00:00,e_n_0,0,0
4.0,2025-11-13 03:00:00,e_n_1,1,0
,2025-11-13 03:00:00,w_s_0,0,0
45.0,2025-11-13 03:00:00,n_s_01_0,3,0
20.0,2025-11-13 03:00:00,n_s_01_1,11,1
20.0,2025-11-13 02:55:00,e_w_01_0,2,0
54.0,2025-11-13 02:55:00,e_w_01_1,3,0
,2025-11-13 02:55:00,e_w_01_2,0,0
23.0,2025-11-13 02:55:00,w_e_01_0,1,0
68.0,2025-11-13 02:55:00,w_e_01_1,3,0
60.0,2025-11-13 02:55:00,w_e_01_2,2,0
0.0,2025-11-13 02:55:00,e_n_0,0,0
,2025-11-13 02:55:00,e_n_1,0,0
,2025-11-13 02:55:00,w_s_0,0,0
23.0,2025-11-13 02:55:00,n_s_01_0,1,0
12.0,2025-11-13 02:55:00,n_s_01_1,14,1
90.0,2025-11-13 02:50:00,e_w_01_0,1,0
90.0,2025-11-13 02:50:00,e_w_01_1,1,0
45.0,2025-11-13 02:50:00,e_w_01_2,1,0
40.0,2025-11-13 02:50:00,w_e_01_0,4,0
34.0,2025-11-13 02:50:00,w_e_01_1,3,0
18.0,2025-11-13 02:50:00,w_e_01_2,1,0
0.0,2025-11-13 02:50:00,e_n_0,0,0
,2025-11-13 02:50:00,e_n_1,0,0
,2025-11-13 02:50:00,w_s_0,0,0
36.0,2025-11-13 02:50:00,n_s_01_0,2,0
34.0,2025-11-13 02:50:00,n_s_01_1,6,0
45.0,2025-11-13 02:45:00,e_w_01_0,2,0
45.0,2025-11-13 02:45:00,e_w_01_1,3,0
90.0,2025-11-13 02:45:00,e_w_01_2,2,0
26.0,2025-11-13 02:45:00,w_e_01_0,4,0
56.0,2025-11-13 02:45:00,w_e_01_1,5,0
90.0,2025-11-13 02:45:00,w_e_01_2,2,0
0.0,2025-11-13 02:45:00,e_n_0,0,0
,2025-11-13 02:45:00,e_n_1,0,0
,2025-11-13 02:45:00,w_s_0,0,0
30.0,2025-11-13 02:45:00,n_s_01_0,1,0
45.0,2025-11-13 02:45:00,n_s_01_1,1,0
,2025-11-13 02:40:00,e_w_01_0,0,0
,2025-11-13 02:40:00,e_w_01_1,0,0
,2025-11-13 02:40:00,e_w_01_2,0,0
18.0,2025-11-13 02:40:00,w_e_01_0,1,0
49.0,2025-11-13 02:40:00,w_e_01_1,6,0
18.0,2025-11-13 02:40:00,w_e_01_2,1,0
0.0,2025-11-13 02:40:00,e_n_0,0,0
1.0,2025-11-13 02:40:00,e_n_1,1,0
,2025-11-13 02:40:00,w_s_0,0,0
45.0,2025-11-13 02:40:00,n_s_01_0,1,0
11.0,2025-11-13 02:40:00,n_s_01_1,1,0
45.0,2025-11-13 02:35:00,e_w_01_0,1,0
90.0,2025-11-13 02:35:00,e_w_01_1,2,0
,2025-11-13 02:35:00,e_w_01_2,0,0
30.0,2025-11-13 02:35:00,w_e_01_0,3,0
30.0,2025-11-13 02:35:00,w_e_01_1,6,0
60.0,2025-11-13 02:35:00,w_e_01_2,2,0
0.0,2025-11-13 02:35:00,e_n_0,0,0
0.0,2025-11-13 02:35:00,e_n_1,0,0
,2025-11-13 02:35:00,w_s_0,1,0
68.0,2025-11-13 02:35:00,n_s_01_0,3,0
27.0,2025-11-13 02:35:00,n_s_01_1,13,1
68.0,2025-11-13 02:30:00,e_w_01_0,3,0
45.0,2025-11-13 02:30:00,e_w_01_1,5,0
23.0,2025-11-13 02:30:00,e_w_01_2,1,0
45.0,2025-11-13 02:30:00,w_e_01_0,4,0
34.0,2025-11-13 02:30:00,w_e_01_1,3,0
75.0,2025-11-13 02:30:00,w_e_01_2,5,0
0.0,2025-11-13 02:30:00,e_n_0,0,0
,2025-11-13 02:30:00,e_n_1,0,0
,2025-11-13 02:30:00,w_s_0,0,0
30.0,2025-11-13 02:30:00,n_s_01_0,6,0
11.0,2025-11-13 02:30:00,n_s_01_1,10,1
45.0,2025-11-13 02:25:00,e_w_01_0,3,0
,2025-11-13 02:25:00,e_w_01_1,0,0
,2025-11-13 02:25:00,e_w_01_2,0,0
34.0,2025-11-13 02:25:00,w_e_01_0,3,0
30.0,2025-11-13 02:25:00,w_e_01_1,5,0
90.0,2025-11-13 02:25:00,w_e_01_2,2,0
0.0,2025-11-13 02:25:00,e_n_0,0,0
,2025-11-13 02:25:00,e_n_1,0,0
30.0,2025-11-13 02:25:00,w_s_0,1,0
30.0,2025-11-13 02:25:00,n_s_01_0,1,0
19.0,2025-11-13 02:25:00,n_s_01_1,7,1
27.0,2025-11-13 02:20:00,n_s_01_0,10,1
21.0,2025-11-13 02:20:00,n_s_01_1,17,1
45.0,2025-11-13 02:20:00,e_w_01_0,3,0
60.0,2025-11-13 02:20:00,e_w_01_1,2,0
,2025-11-13 02:20:00,e_w_01_2,0,0
28.0,2025-11-13 02:20:00,w_e_01_0,4,0
51.0,2025-11-13 02:20:00,w_e_01_1,4,0
26.0,2025-11-13 02:20:00,w_e_01_2,2,0
0.0,2025-11-13 02:20:00,e_n_0,0,0
,2025-11-13 02:20:00,e_n_1,0,0
13.0,2025-11-13 02:20:00,w_s_0,2,0
45.0,2025-11-13 02:15:00,e_w_01_0,1,0
54.0,2025-11-13 02:15:00,e_w_01_1,3,0
45.0,2025-11-13 02:15:00,e_w_01_2,2,0
22.0,2025-11-13 02:15:00,w_e_01_0,6,0
28.0,2025-11-13 02:15:00,w_e_01_1,8,1
51.0,2025-11-13 02:15:00,w_e_01_2,4,0
0.0,2025-11-13 02:15:00,e_n_0,0,0
0.0,2025-11-13 02:15:00,e_n_1,2,0
,2025-11-13 02:15:00,w_s_0,0,0
36.0,2025-11-13 02:15:00,n_s_01_0,2,0
33.0,2025-11-13 02:15:00,n_s_01_1,8,1
60.0,2025-11-13 02:10:00,e_w_01_0,4,0
45.0,2025-11-13 02:10:00,e_w_01_1,5,0
,2025-11-13 02:10:00,e_w_01_2,0,0
30.0,2025-11-13 02:10:00,w_e_01_0,5,0
40.0,2025-11-13 02:10:00,w_e_01_1,8,1
60.0,2025-11-13 02:10:00,w_e_01_2,2,0
0.0,2025-11-13 02:10:00,e_n_0,0,0
2.0,2025-11-13 02:10:00,e_n_1,2,0
26.0,2025-11-13 02:10:00,w_s_0,2,0
26.0,2025-11-13 02:10:00,n_s_01_0,8,1
19.0,2025-11-13 02:10:00,n_s_01_1,11,1
60.0,2025-11-13 02:05:00,e_w_01_0,2,0
68.0,2025-11-13 02:05:00,e_w_01_1,6,0
45.0,2025-11-13 02:05:00,e_w_01_2,1,0
26.0,2025-11-13 02:05:00,w_e_01_0,2,0
32.0,2025-11-13 02:05:00,w_e_01_1,10,1
,2025-11-13 02:05:00,w_e_01_2,0,0
0.0,2025-11-13 02:05:00,e_n_0,0,0
1.0,2025-11-13 02:05:00,e_n_1,1,0
,2025-11-13 02:05:00,w_s_0,0,0
40.0,2025-11-13 02:05:00,n_s_01_0,4,0
19.0,2025-11-13 02:05:00,n_s_01_1,6,0
45.0,2025-11-13 02:00:00,e_w_01_0,3,0
90.0,2025-11-13 02:00:00,e_w_01_1,2,0
,2025-11-13 02:00:00,e_w_01_2,0,0
40.0,2025-11-13 02:00:00,w_e_01_0,4,0
28.0,2025-11-13 02:00:00,w_e_01_1,6,0
30.0,2025-11-13 02:00:00,w_e_01_2,2,0
0.0,2025-11-13 02:00:00,e_n_0,0,0
,2025-11-13 02:00:00,e_n_1,0,0
,2025-11-13 02:00:00,w_s_0,0,0
27.0,2025-11-13 02:00:00,n_s_01_0,3,0
19.0,2025-11-13 02:00:00,n_s_01_1,53,4
51.0,2025-11-13 01:55:00,e_w_01_0,4,0
45.0,2025-11-13 01:55:00,e_w_01_1,5,0
,2025-11-13 01:55:00,e_w_01_2,1,0
30.0,2025-11-13 01:55:00,w_e_01_0,4,0
26.0,2025-11-13 01:55:00,w_e_01_1,5,0
54.0,2025-11-13 01:55:00,w_e_01_2,3,0
0.0,2025-11-13 01:55:00,e_n_0,0,0
,2025-11-13 01:55:00,e_n_1,0,0
,2025-11-13 01:55:00,w_s_0,1,0
25.0,2025-11-13 01:55:00,n_s_01_0,5,0
11.0,2025-11-13 01:55:00,n_s_01_1,66,6
29.0,2025-11-13 01:50:00,n_s_01_0,9,1
24.0,2025-11-13 01:50:00,n_s_01_1,51,4
45.0,2025-11-13 01:50:00,e_w_01_0,4,0
45.0,2025-11-13 01:50:00,e_w_01_1,7,1
,2025-11-13 01:50:00,e_w_01_2,0,0
45.0,2025-11-13 01:50:00,w_e_01_0,4,0
27.0,2025-11-13 01:50:00,w_e_01_1,7,1
21.0,2025-11-13 01:50:00,w_e_01_2,4,0
0.0,2025-11-13 01:50:00,e_n_0,0,0
1.0,2025-11-13 01:50:00,e_n_1,1,0
15.0,2025-11-13 01:50:00,w_s_0,1,0
39.0,2025-11-13 01:45:00,e_w_01_0,6,0
48.0,2025-11-13 01:45:00,e_w_01_1,8,1
90.0,2025-11-13 01:45:00,e_w_01_2,1,0
20.0,2025-11-13 01:45:00,w_e_01_0,5,0
55.0,2025-11-13 01:45:00,w_e_01_1,8,1
30.0,2025-11-13 01:45:00,w_e_01_2,1,0
0.0,2025-11-13 01:45:00,e_n_0,0,0
1.0,2025-11-13 01:45:00,e_n_1,1,0
23.0,2025-11-13 01:45:00,w_s_0,2,0
26.0,2025-11-13 01:45:00,n_s_01_0,5,0
21.0,2025-11-13 01:45:00,n_s_01_1,18,2
45.0,2025-11-13 01:40:00,e_w_01_0,3,0
45.0,2025-11-13 01:40:00,e_w_01_1,5,0
,2025-11-13 01:40:00,e_w_01_2,0,0
26.0,2025-11-13 01:40:00,w_e_01_0,6,0
41.0,2025-11-13 01:40:00,w_e_01_1,10,1
75.0,2025-11-13 01:40:00,w_e_01_2,5,0
0.0,2025-11-13 01:40:00,e_n_0,0,0
1.0,2025-11-13 01:40:00,e_n_1,3,0
,2025-11-13 01:40:00,w_s_0,0,0
27.0,2025-11-13 01:40:00,n_s_01_0,6,0
24.0,2025-11-13 01:40:00,n_s_01_1,63,5
39.0,2025-11-13 01:35:00,e_w_01_0,7,1
34.0,2025-11-13 01:35:00,e_w_01_1,3,0
90.0,2025-11-13 01:35:00,e_w_01_2,1,0
35.0,2025-11-13 01:35:00,w_e_01_0,5,0
31.0,2025-11-13 01:35:00,w_e_01_1,10,1
23.0,2025-11-13 01:35:00,w_e_01_2,1,0
0.0,2025-11-13 01:35:00,e_n_0,0,0
0.0,2025-11-13 01:35:00,e_n_1,0,0
45.0,2025-11-13 01:35:00,w_s_0,1,0
45.0,2025-11-13 01:35:00,n_s_01_0,4,0
13.0,2025-11-13 01:35:00,n_s_01_1,65,5
45.0,2025-11-13 01:30:00,e_w_01_0,9,1
68.0,2025-11-13 01:30:00,e_w_01_1,6,0
,2025-11-13 01:30:00,e_w_01_2,1,0
39.0,2025-11-13 01:30:00,w_e_01_0,7,1
40.0,2025-11-13 01:30:00,w_e_01_1,8,1
68.0,2025-11-13 01:30:00,w_e_01_2,3,0
0.0,2025-11-13 01:30:00,e_n_0,0,0
,2025-11-13 01:30:00,e_n_1,0,0
,2025-11-13 01:30:00,w_s_0,0,0
45.0,2025-11-13 01:30:00,n_s_01_0,1,0
8.0,2025-11-13 01:30:00,n_s_01_1,39,3
39.0,2025-11-13 01:25:00,e_w_01_0,6,0
72.0,2025-11-13 01:25:00,e_w_01_1,4,0
90.0,2025-11-13 01:25:00,e_w_01_2,3,0
37.0,2025-11-13 01:25:00,w_e_01_0,7,1
30.0,2025-11-13 01:25:00,w_e_01_1,6,0
23.0,2025-11-13 01:25:00,w_e_01_2,4,0
0.0,2025-11-13 01:25:00,e_n_0,0,0
1.0,2025-11-13 01:25:00,e_n_1,1,0
,2025-11-13 01:25:00,w_s_0,0,0
23.0,2025-11-13 01:25:00,n_s_01_0,5,0
16.0,2025-11-13 01:25:00,n_s_01_1,44,4
40.0,2025-11-13 01:20:00,e_w_01_0,4,0
49.0,2025-11-13 01:20:00,e_w_01_1,6,0
,2025-11-13 01:20:00,e_w_01_2,0,0
26.0,2025-11-13 01:20:00,w_e_01_0,8,1
33.0,2025-11-13 01:20:00,w_e_01_1,7,1
32.0,2025-11-13 01:20:00,w_e_01_2,5,0
0.0,2025-11-13 01:20:00,e_n_0,0,0
1.0,2025-11-13 01:20:00,e_n_1,2,0
23.0,2025-11-13 01:20:00,w_s_0,1,0
32.0,2025-11-13 01:20:00,n_s_01_0,6,0
15.0,2025-11-13 01:20:00,n_s_01_1,39,3
42.0,2025-11-13 01:15:00,e_w_01_0,8,1
30.0,2025-11-13 01:15:00,e_w_01_1,8,1
24.0,2025-11-13 01:15:00,e_w_01_2,4,0
15.0,2025-11-13 01:15:00,w_e_01_0,12,1
28.0,2025-11-13 01:15:00,w_e_01_1,12,1
39.0,2025-11-13 01:15:00,w_e_01_2,7,1
0.0,2025-11-13 01:15:00,e_n_0,0,0
1.0,2025-11-13 01:15:00,e_n_1,2,0
45.0,2025-11-13 01:15:00,w_s_0,1,0
29.0,2025-11-13 01:15:00,n_s_01_0,15,1
23.0,2025-11-13 01:15:00,n_s_01_1,19,2
45.0,2025-11-13 01:10:00,e_w_01_0,3,0
51.0,2025-11-13 01:10:00,e_w_01_1,8,1
30.0,2025-11-13 01:10:00,e_w_01_2,1,0
37.0,2025-11-13 01:10:00,w_e_01_0,13,1
54.0,2025-11-13 01:10:00,w_e_01_1,9,1
50.0,2025-11-13 01:10:00,w_e_01_2,5,0
0.0,2025-11-13 01:10:00,e_n_0,0,0
1.0,2025-11-13 01:10:00,e_n_1,2,0
2.0,2025-11-13 01:10:00,w_s_0,3,0
30.0,2025-11-13 01:10:00,n_s_01_0,7,1
22.0,2025-11-13 01:10:00,n_s_01_1,67,6
40.0,2025-11-13 01:05:00,e_w_01_0,4,0
38.0,2025-11-13 01:05:00,e_w_01_1,10,1
26.0,2025-11-13 01:05:00,e_w_01_2,2,0
30.0,2025-11-13 01:05:00,w_e_01_0,9,1
38.0,2025-11-13 01:05:00,w_e_01_1,10,1
39.0,2025-11-13 01:05:00,w_e_01_2,6,0
0.0,2025-11-13 01:05:00,e_n_0,0,0
3.0,2025-11-13 01:05:00,e_n_1,2,0
45.0,2025-11-13 01:05:00,w_s_0,1,0
29.0,2025-11-13 01:05:00,n_s_01_0,7,1
19.0,2025-11-13 01:05:00,n_s_01_1,28,2
50.0,2025-11-13 01:00:00,e_w_01_0,5,0
54.0,2025-11-13 01:00:00,e_w_01_1,6,0
,2025-11-13 01:00:00,e_w_01_2,1,0
25.0,2025-11-13 01:00:00,w_e_01_0,8,1
39.0,2025-11-13 01:00:00,w_e_01_1,13,1
60.0,2025-11-13 01:00:00,w_e_01_2,6,0
0.0,2025-11-13 01:00:00,e_n_0,0,0
,2025-11-13 01:00:00,e_n_1,0,0
39.0,2025-11-13 01:00:00,w_s_0,3,0
23.0,2025-11-13 01:00:00,n_s_01_0,7,1
20.0,2025-11-13 01:00:00,n_s_01_1,37,3
45.0,2025-11-13 00:55:00,e_w_01_0,1,0
56.0,2025-11-13 00:55:00,e_w_01_1,5,0
,2025-11-13 00:55:00,e_w_01_2,0,0
32.0,2025-11-13 00:55:00,w_e_01_0,13,1
30.0,2025-11-13 00:55:00,w_e_01_1,14,1
33.0,2025-11-13 00:55:00,w_e_01_2,8,1
0.0,2025-11-13 00:55:00,e_n_0,0,0
,2025-11-13 00:55:00,e_n_1,0,0
68.0,2025-11-13 00:55:00,w_s_0,3,0
27.0,2025-11-13 00:55:00,n_s_01_0,10,1
16.0,2025-11-13 00:55:00,n_s_01_1,90,8
56.0,2025-11-13 00:50:00,e_w_01_0,5,0
45.0,2025-11-13 00:50:00,e_w_01_1,3,0
90.0,2025-11-13 00:50:00,e_w_01_2,1,0
25.0,2025-11-13 00:50:00,w_e_01_0,11,1
32.0,2025-11-13 00:50:00,w_e_01_1,16,1
42.0,2025-11-13 00:50:00,w_e_01_2,7,1
0.0,2025-11-13 00:50:00,e_n_0,0,0
8.0,2025-11-13 00:50:00,e_n_1,1,0
25.0,2025-11-13 00:50:00,w_s_0,3,0
30.0,2025-11-13 00:50:00,n_s_01_0,5,0
16.0,2025-11-13 00:50:00,n_s_01_1,54,4
23.0,2025-11-13 00:45:00,n_s_01_0,13,1
23.0,2025-11-13 00:45:00,n_s_01_1,36,3
49.0,2025-11-13 00:45:00,e_w_01_0,6,0
63.0,2025-11-13 00:45:00,e_w_01_1,7,1
90.0,2025-11-13 00:45:00,e_w_01_2,1,0
19.0,2025-11-13 00:45:00,w_e_01_0,10,1
37.0,2025-11-13 00:45:00,w_e_01_1,12,1
56.0,2025-11-13 00:45:00,w_e_01_2,5,0
0.0,2025-11-13 00:45:00,e_n_0,0,0
1.0,2025-11-13 00:45:00,e_n_1,4,0
68.0,2025-11-13 00:45:00,w_s_0,3,0
41.0,2025-11-13 00:40:00,e_w_01_0,11,1
41.0,2025-11-13 00:40:00,e_w_01_1,10,1
90.0,2025-11-13 00:40:00,e_w_01_2,2,0
18.0,2025-11-13 00:40:00,w_e_01_0,9,1
33.0,2025-11-13 00:40:00,w_e_01_1,15,1
45.0,2025-11-13 00:40:00,w_e_01_2,3,0
0.0,2025-11-13 00:40:00,e_n_0,0,0
1.0,2025-11-13 00:40:00,e_n_1,2,0
,2025-11-13 00:40:00,w_s_0,0,0
28.0,2025-11-13 00:40:00,n_s_01_0,9,1
22.0,2025-11-13 00:40:00,n_s_01_1,38,3
43.0,2025-11-13 00:35:00,e_w_01_0,14,1
46.0,2025-11-13 00:35:00,e_w_01_1,17,1
54.0,2025-11-13 00:35:00,e_w_01_2,3,0
26.0,2025-11-13 00:35:00,w_e_01_0,12,1
36.0,2025-11-13 00:35:00,w_e_01_1,15,1
41.0,2025-11-13 00:35:00,w_e_01_2,5,0
0.0,2025-11-13 00:35:00,e_n_0,0,0
,2025-11-13 00:35:00,e_n_1,0,0
180.0,2025-11-13 00:35:00,w_s_0,2,0
30.0,2025-11-13 00:35:00,n_s_01_0,11,1
20.0,2025-11-13 00:35:00,n_s_01_1,20,2
48.0,2025-11-13 00:30:00,e_w_01_0,7,1
45.0,2025-11-13 00:30:00,e_w_01_1,8,1
39.0,2025-11-13 00:30:00,e_w_01_2,3,0
23.0,2025-11-13 00:30:00,w_e_01_0,16,1
27.0,2025-11-13 00:30:00,w_e_01_1,26,2
39.0,2025-11-13 00:30:00,w_e_01_2,13,1
0.0,2025-11-13 00:30:00,e_n_0,0,0
1.0,2025-11-13 00:30:00,e_n_1,1,0
45.0,2025-11-13 00:30:00,w_s_0,1,0
28.0,2025-11-13 00:30:00,n_s_01_0,19,2
24.0,2025-11-13 00:30:00,n_s_01_1,32,3
43.0,2025-11-13 00:25:00,e_w_01_0,9,1
41.0,2025-11-13 00:25:00,e_w_01_1,11,1
60.0,2025-11-13 00:25:00,e_w_01_2,2,0
20.0,2025-11-13 00:25:00,w_e_01_0,18,2
33.0,2025-11-13 00:25:00,w_e_01_1,26,2
24.0,2025-11-13 00:25:00,w_e_01_2,14,1
0.0,2025-11-13 00:25:00,e_n_0,0,0
1.0,2025-11-13 00:25:00,e_n_1,4,0
30.0,2025-11-13 00:25:00,w_s_0,2,0
29.0,2025-11-13 00:25:00,n_s_01_0,10,1
19.0,2025-11-13 00:25:00,n_s_01_1,30,2
45.0,2025-11-13 00:20:00,e_w_01_0,5,0
40.0,2025-11-13 00:20:00,e_w_01_1,15,1
45.0,2025-11-13 00:20:00,e_w_01_2,1,0
23.0,2025-11-13 00:20:00,w_e_01_0,12,1
37.0,2025-11-13 00:20:00,w_e_01_1,19,2
54.0,2025-11-13 00:20:00,w_e_01_2,3,0
0.0,2025-11-13 00:20:00,e_n_0,0,0
1.0,2025-11-13 00:20:00,e_n_1,2,0
30.0,2025-11-13 00:20:00,w_s_0,6,0
26.0,2025-11-13 00:20:00,n_s_01_0,15,1
14.0,2025-11-13 00:20:00,n_s_01_1,86,7
21.0,2025-11-13 00:15:00,n_s_01_0,15,1
3.0,2025-11-13 00:15:00,n_s_01_1,23,2
39.0,2025-11-13 00:15:00,e_w_01_0,10,1
41.0,2025-11-13 00:15:00,e_w_01_1,9,1
60.0,2025-11-13 00:15:00,e_w_01_2,6,0
23.0,2025-11-13 00:15:00,w_e_01_0,25,2
31.0,2025-11-13 00:15:00,w_e_01_1,25,2
41.0,2025-11-13 00:15:00,w_e_01_2,14,1
0.0,2025-11-13 00:15:00,e_n_0,0,0
1.0,2025-11-13 00:15:00,e_n_1,1,0
36.0,2025-11-13 00:15:00,w_s_0,8,1
47.0,2025-11-13 00:10:00,e_w_01_0,11,1
38.0,2025-11-13 00:10:00,e_w_01_1,15,1
57.0,2025-11-13 00:10:00,e_w_01_2,7,1
22.0,2025-11-13 00:10:00,w_e_01_0,22,2
29.0,2025-11-13 00:10:00,w_e_01_1,23,2
62.0,2025-11-13 00:10:00,w_e_01_2,18,2
0.0,2025-11-13 00:10:00,e_n_0,0,0
1.0,2025-11-13 00:10:00,e_n_1,3,0
19.0,2025-11-13 00:10:00,w_s_0,4,0
27.0,2025-11-13 00:10:00,n_s_01_0,15,1
10.0,2025-11-13 00:10:00,n_s_01_1,31,3
32.0,2025-11-13 00:05:00,e_w_01_0,16,1
40.0,2025-11-13 00:05:00,e_w_01_1,15,1
,2025-11-13 00:05:00,e_w_01_2,1,0
36.0,2025-11-13 00:05:00,w_e_01_0,23,2
33.0,2025-11-13 00:05:00,w_e_01_1,26,2
43.0,2025-11-13 00:05:00,w_e_01_2,13,1
0.0,2025-11-13 00:05:00,e_n_0,0,0
1.0,2025-11-13 00:05:00,e_n_1,4,0
26.0,2025-11-13 00:05:00,w_s_0,6,0
26.0,2025-11-13 00:05:00,n_s_01_0,25,2
20.0,2025-11-13 00:05:00,n_s_01_1,62,5
52.0,2025-11-13 00:00:00,e_w_01_0,11,1
31.0,2025-11-13 00:00:00,e_w_01_1,8,1
39.0,2025-11-13 00:00:00,e_w_01_2,3,0
23.0,2025-11-13 00:00:00,w_e_01_0,19,2
32.0,2025-11-13 00:00:00,w_e_01_1,21,2
44.0,2025-11-13 00:00:00,w_e_01_2,17,1
0.0,2025-11-13 00:00:00,e_n_0,0,0
1.0,2025-11-13 00:00:00,e_n_1,4,0
38.0,2025-11-13 00:00:00,w_s_0,5,0
24.0,2025-11-13 00:00:00,n_s_01_0,21,2
18.0,2025-11-13 00:00:00,n_s_01_1,68,6
36.0,2025-11-14 23:55:00,e_w_01_0,30,2
39.0,2025-11-14 23:55:00,e_w_01_1,20,2
54.0,2025-11-14 23:55:00,e_w_01_2,3,0
23.0,2025-11-14 23:55:00,w_e_01_0,33,3
34.0,2025-11-14 23:55:00,w_e_01_1,41,3
46.0,2025-11-14 23:55:00,w_e_01_2,17,1
0.0,2025-11-14 23:55:00,e_n_0,0,0
1.0,2025-11-14 23:55:00,e_n_1,1,0
28.0,2025-11-14 23:55:00,w_s_0,8,1
23.0,2025-11-14 23:55:00,n_s_01_0,22,2
19.0,2025-11-14 23:55:00,n_s_01_1,50,4
38.0,2025-11-14 23:50:00,e_w_01_0,14,1
45.0,2025-11-14 23:50:00,e_w_01_1,16,1
90.0,2025-11-14 23:50:00,e_w_01_2,2,0
22.0,2025-11-14 23:50:00,w_e_01_0,27,2
35.0,2025-11-14 23:50:00,w_e_01_1,31,3
51.0,2025-11-14 23:50:00,w_e_01_2,9,1
0.0,2025-11-14 23:50:00,e_n_0,0,0
1.0,2025-11-14 23:50:00,e_n_1,3,0
24.0,2025-11-14 23:50:00,w_s_0,5,0
24.0,2025-11-14 23:50:00,n_s_01_0,18,2
19.0,2025-11-14 23:50:00,n_s_01_1,59,5
29.0,2025-11-14 23:45:00,e_w_01_0,26,2
39.0,2025-11-14 23:45:00,e_w_01_1,35,3
54.0,2025-11-14 23:45:00,e_w_01_2,3,0
19.0,2025-11-14 23:45:00,w_e_01_0,25,2
29.0,2025-11-14 23:45:00,w_e_01_1,26,2
35.0,2025-11-14 23:45:00,w_e_01_2,10,1
0.0,2025-11-14 23:45:00,e_n_0,0,0
0.0,2025-11-14 23:45:00,e_n_1,3,0
51.0,2025-11-14 23:45:00,w_s_0,8,1
24.0,2025-11-14 23:45:00,n_s_01_0,25,2
21.0,2025-11-14 23:45:00,n_s_01_1,71,6
41.0,2025-11-14 23:40:00,e_w_01_0,26,2
38.0,2025-11-14 23:40:00,e_w_01_1,26,2
32.0,2025-11-14 23:40:00,e_w_01_2,5,0
23.0,2025-11-14 23:40:00,w_e_01_0,31,3
35.0,2025-11-14 23:40:00,w_e_01_1,26,2
50.0,2025-11-14 23:40:00,w_e_01_2,15,1
0.0,2025-11-14 23:40:00,e_n_0,0,0
1.0,2025-11-14 23:40:00,e_n_1,4,0
26.0,2025-11-14 23:40:00,w_s_0,9,1
23.0,2025-11-14 23:40:00,n_s_01_0,31,3
14.0,2025-11-14 23:40:00,n_s_01_1,53,4
38.0,2025-11-14 23:35:00,e_w_01_0,23,2
36.0,2025-11-14 23:35:00,e_w_01_1,29,2
32.0,2025-11-14 23:35:00,e_w_01_2,6,0
16.0,2025-11-14 23:35:00,w_e_01_0,29,2
32.0,2025-11-14 23:35:00,w_e_01_1,31,3
38.0,2025-11-14 23:35:00,w_e_01_2,13,1
0.0,2025-11-14 23:35:00,e_n_0,0,0
1.0,2025-11-14 23:35:00,e_n_1,2,0
38.0,2025-11-14 23:35:00,w_s_0,5,0
24.0,2025-11-14 23:35:00,n_s_01_0,21,2
18.0,2025-11-14 23:35:00,n_s_01_1,87,7
36.0,2025-11-14 23:30:00,e_w_01_0,22,2
38.0,2025-11-14 23:30:00,e_w_01_1,19,2
68.0,2025-11-14 23:30:00,e_w_01_2,3,0
22.0,2025-11-14 23:30:00,w_e_01_0,25,2
24.0,2025-11-14 23:30:00,w_e_01_1,32,3
42.0,2025-11-14 23:30:00,w_e_01_2,19,2
0.0,2025-11-14 23:30:00,e_n_0,0,0
2.0,2025-11-14 23:30:00,e_n_1,4,0
23.0,2025-11-14 23:30:00,w_s_0,1,0
29.0,2025-11-14 23:30:00,n_s_01_0,20,2
21.0,2025-11-14 23:30:00,n_s_01_1,67,6
